DEPARTAMEN;DISTRITO;ZONA;DIRECCION;CODIGO_UE;UNIDAD_EDU
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);COPURURO;COPURURO;80960028;COPURURO
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);CAVINI;CAVINI;80960030;CAVINI
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);CHAPISIRCA;;80960031;CHAPISIRCA
COCHABAMBA;MOROCHATA;CHAUPI SUYO;CHAUPI SUYO;70960110;26 DE MAYO
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);COPAYA BAJO;COPAYA;80960033;COPAYA
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);COTANI;COTANI;80960034;COTANI
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);CUESTA CUCHU;CUESTA CUCHU;80960035;CUESTA CUCHU
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);HIERBA BUENANI;HIERBA BUENANI;80960036;HIERBA BUENANI
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);LOQUENA;LOQUENA;80960037;LOQUENA A
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);SACAPAYA;SACAPAYA;80960038;SACAPAYA
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);HUALLIQUIANI;HUALLIQUIANI;80960039;HUALLIQUIANI
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);HUANCARANI;HUANCARANI;80960040;HUANCARANI
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);HUANUHUANUNI;HUANUHUANUNI;80960041;HUANUHUANUNI
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);HUMAPAMPA;HUMAPAMPA;80960042;HUMAPAMPA
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);ICHULOMA;ICHULOMA;80960043;ICHULOMA
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);CENTRAL;INDEPENDENCIA-CALLE BAPTISTA ENTRE LANZA E INGAVI;809,600,888,096,009;DON BOSCO,PADRE PASCUAL CERCHI
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);JANQ'UMA;JANQUMA;80960044;JANQ'UMA
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);KAMI PATIÑO BAJO;KAMI - PATIÑO BAJO;80960095;GERMAN BUSCH
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);KARHUANI;KARHUANI;80960045;KARHUANI
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);KERAYA;KERAYA;80960046;KERAYA
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);LARIMARCA;LARIMARCA;80960049;LARIMARCA
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);KARUMPAYA;LOQUENA B;80960050;LOQUENA B
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);LIRIMANI;LIRIMANI;80960052;LIRIMANI
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);LLAVECITA;LLAVECITA;80960053;LLAVECITA
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);LLINQUITURU;LLINQUITURU;80960055;LLINQUITURU
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);MACHACA;MACHACA;80960098;MACHACA
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);MANZANANI;MANZANANI;80960057;MANZANANI
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);MATARANI;MATARANI;80960058;MATARANI
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);PALERMO;PALERMO;80960060;PALERMO
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);PARTE LIBRE;PARTE LIBRE;80960061;SISI PARTE LIBRE
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);PILLUPAYA;HORNONI;80960062;MANUELA GANDARILLAS DE HORNONI
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);POCANCHI;POCANCHI;80960064;JULIAN APAZA DE POCANCHI
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);PHUYUNI;PHUYUNI;80960066;PHUYUNI
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);QHOCHIPAMPA;QHOCHIPAMPA;80960067;QHOCHIPAMPA
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);QHULAYA;QHULAYA;80960068;QHULAYA
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);RODEO;RODEO;80960069;SEÑOR DE ISIDRO RODEO
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);ROSASANI;ROSASANI;80960070;ROSASANI
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);SAILAPATA;SAILAPATA;80960071;SAILAPATA
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);SANIPAYA;CARRETERA INDEPENDENCIA VILLA PUCARA;80960072;PROF. ELIZARDO PEREZ
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);SANTA ROSA;SANTA ROSA;80960073;SANTA ROSA
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);SIK´IMIRANI;SIK´IMIRANI;80960074;SIK'IMIRANI
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);SIVINGANI;SIVINGANI;80960100;GRAL. BARRIENTOS
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);TAMIÑANI;TAMIÑANI;80960075;TAMIÑANI
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);TAPAZA;TAPAZA;80960076;TAPAZA
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);TAYPICHORO;TAYPICHORO;80960077;TAYPICHORO
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);TIQUIRPAYA;TIQUIRPAYA;80960078;SABINO WALLKU DE TIQUIRPAYA
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);VILACOTA;VILACOTA;80960081;VILACOTA
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);VILAYAQUE;VILAYAQUE;80960082;VILAYAQUE
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);CATACORA;CATACORA;80960012;CATACORA
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);CAVICAVINI;CAVICAVINI;80960013;CAVICAVINI
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);CHINUSIVI;CHINUSIVI;80960020;CHINUSIVI
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);CHUCHUATA;CHUCHUATA;80960022;CHUCHUATA
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);LEKELEKENI;LEKELEKENI;80960051;LEKELEKENI
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);LLAJMA;LLAJMA;80960054;LLAJMA
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);COTACOTANI;LOQUENA C;80960056;LOQUENA C
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);MOYOPAMPA;MOYOPAMPA;80960059;MOYAPAMPA
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);COMUNIDAD DE PINO MA;PINOMAYU;80960063;PINUMAYO
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);VILLA HERMOSA NORTE;VILLA HERMOSA;80960083;CONSTANTINO VELASCO
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);COMUNIDAD DE CONDORI;;80960087;CONDORILLO
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);INDEPENDENCIA;INDEPENDENCIA;809,600,898,096,009,000,000,000;GREGORIO LANZA,JOSE MIGUEL LANZA,BOLIVIANO ALEMAN
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);CENTRAL;INDEPENDENCIA;80960092;SAN FRANCISCO DE ASIS
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);KAMI;KAMI;80,960,093,809,601;SIMON BOLIVAR,GUALBERTO VILLARROEL
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);KUTY CHALLANI;CARRETERA INDEPENDENCIA VILLA PUCARA;80960048;KUTI CHALLANI
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);CONDEPAMPA;CONDEPAMPA;80960101;CONDEPAMPA B
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);CALASINDRO;CALASINDRO;80960097;CALASINDRO
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);CHACOVILLQUE;CHACOVILLQUE;80960086;CHACOVILLQUE
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);CHAUPISUYO;CHAUPISUYO;80960032;CHAUPISUYO
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);VILLA PUCARA;VILLA PUCARA;80960108;VILLA PUCARA
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);CHICO VILAYAQUE;;80960109;CHICO VILAYAQUE
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);PICHACANI;PICHACANI;80960110;PICHACANI
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);LINK'U;LINKU;80960111;LINK'U
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);Q'ASAPATA;QASAPATA;80960112;Q'ASAPATA
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);OESTE;INDEPENDENCIA;80960113;LAURA VICUÑA
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);TOTORANI;COMUNIDAD TOTORANI;80960116;TOTORANI
COCHABAMBA;AIQUILE;OESTE;AV. GRETHER Y AVENIDA SAN SIMON;809,700,708,097,007;MANUEL DE UGARTE,NARCISO CAMPERO
COCHABAMBA;AIQUILE;SUD;CARRETERA TRONCAL SUCRE COCHABAMBA;80970001;CATARIRI
COCHABAMBA;AIQUILE;SUD;CAMINO VECINAL;80970002;CHAQUI MAYU
COCHABAMBA;AIQUILE;SUD ESTE;CAMINO VECINAL;80970004;CHIUTARA
COCHABAMBA;AIQUILE;SUD ESTE;CAMINO VECINAL;80970005;CHAGO KASA
COCHABAMBA;AIQUILE;SUD EJE PAMPA;CARRETERA SUCRE COCHABAMBA SANTA CRUZ;80970006;EJE PAMPA
COCHABAMBA;AIQUILE;ESTE HIGUS PAMPA;CMD. HIGOS PAMPA;80970007;HIGUS PAMPA
COCHABAMBA;AIQUILE;ESTE VILLA GRANADO;CAMINO VECINAL;80970008;MAIZA
COCHABAMBA;AIQUILE;NOR ESTE;CARRETERA A SANTA CRUZ;80970009;MARQUILLA
COCHABAMBA;AIQUILE;SUD MATARAL;CARRETERA TRONCAL SUCRE COCHABAMBA;80970010;MATARAL
COCHABAMBA;AIQUILE;ESTE PIRWA PIRWA;CAMINO VECINAL;80970011;PIRWA PIRWA
COCHABAMBA;AIQUILE;ESTE SAN ANTONIO;CAMINO TRONCAL;80970012;SAN ANTONIO
COCHABAMBA;AIQUILE;SUD ESTE;CAMINO VECINAL;80970013;SAN SILVESTRE
COCHABAMBA;AIQUILE;ESTE SANTA MARIA;CAMINO VECINAL;80970014;SANTA MARIA
COCHABAMBA;AIQUILE;SUD ESTE;CAMINO VECINAL;80970076;THOLA MAYU
COCHABAMBA;AIQUILE;SUD ZAMORA;CARRETERA SUCRE COCHABAMBA;80970015;ZAMORA
COCHABAMBA;AIQUILE;ESTE CONCEPCION;CAMINO DE HERRADURA;80970016;CONCEPCION
COCHABAMBA;AIQUILE;SUD CUMBRE;CAMINO DE HERRADURA;80970017;CUMBRE
COCHABAMBA;AIQUILE;SUD ESTE;CAMINO DE HERRADURA;80970018;DURAZNAL
COCHABAMBA;AIQUILE;SUD ELVIRA;CAMINO VECINAL;80970019;ELVIRA
COCHABAMBA;AIQUILE;ESTE;CAMINO VECINAL;80970021;ESTANZUELAS
COCHABAMBA;AIQUILE;SUD ESTE GUARAYOS;CAMINO VECINAL;80970022;GUARAYOS
COCHABAMBA;AIQUILE;SUD JARKA MAYU;CAMINO VECINAL;80970023;JARKA MAYU
COCHABAMBA;AIQUILE;SUD KEWIÑAL;CAMINO DE HERRADURA;80970025;KEWIÑAL
COCHABAMBA;AIQUILE;SUD KOCHA PATA;CAMINO DE HERRADURA;80970026;KOCHA PATA
COCHABAMBA;AIQUILE;SUD ESTE;CAMINO DE HERRADURA;80970027;LA CEJA
COCHABAMBA;AIQUILE;ESTE LAGUNILLAS;CAMINO VECINAL;80970028;LAGUNILLAS
COCHABAMBA;AIQUILE;SUD ESTE LAGUNITA;CAMINO VECINAL;80970029;LAGUNITA
COCHABAMBA;AIQUILE;SUD ESTE;CAMINO VECINAL;80970030;LAIME
COCHABAMBA;AIQUILE;ESTE;CAMINO VECINAL;80970032;MAIZA LAGUNA
COCHABAMBA;AIQUILE;SUD ESTE;CAMINO VECINAL;80970033;MOLLE PAMPA
COCHABAMBA;AIQUILE;NOR ESTE;CARRETERA A SANTA CRUZ;80970036;PAMPAS
COCHABAMBA;AIQUILE;NOR OESTE;CAMINO CARRETERO AIQUILE MIZQUE;80970037;PUENTE PAMPA
COCHABAMBA;AIQUILE;SUD QUIROGA;CARRETERA SUCRE COCHABAMBA;80970038;QUIROGA
COCHABAMBA;AIQUILE;NOR OESTE;CARRETERA AIQUILE MIZQUE;80970040;RUMI CANCHA
COCHABAMBA;AIQUILE;SUD OESTE;CAMINO VECINAL;80970041;RUMI CORRAL KASA
COCHABAMBA;AIQUILE;NOR OESTE SAN JUAN;CAMINO VECINAL;80970043;SAN JUAN
COCHABAMBA;AIQUILE;SUD SAN MARCOS;CAMINO VECINAL;80970044;SAN MARCOS
COCHABAMBA;AIQUILE;SUD SANTA ANA;CAMINO VECINAL;80970045;SANTA ANA
COCHABAMBA;AIQUILE;NORTE;CARRETERA AIQUILE COCHABAMBA;80970046;EL CERCADO
COCHABAMBA;AIQUILE;SUD ESTE;CAMINO VECINAL;80970047;CHAWAR MAYU
COCHABAMBA;AIQUILE;SUD;CARRETERA SUCRE COCHABAMBA;80970048;CHINGURI
COCHABAMBA;AIQUILE;NOR OESTE KASPI CANCHA;CAMINO VECINAL;80970049;KASPI CANCHA
COCHABAMBA;AIQUILE;SUD ESTE;CAMINO VECINAL;80970050;LAGAR PAMPA
COCHABAMBA;AIQUILE;ESTE VILLA GRANADO;CARRETERA TRONCAL AIQUILE SANTA CRUZ;80970051;VILLA GRANADO
COCHABAMBA;AIQUILE;SUD;CAMINO VECINAL;80970052;NOVILLERO
COCHABAMBA;AIQUILE;SUD;CAMINO VECINAL;80970053;PANAMA
COCHABAMBA;AIQUILE;NOR OESTE;CAMINO VECINAL   AIQUILE - RAGAY PAMPA;80970054;SALANCACHI
COCHABAMBA;AIQUILE;NORTE SAN PEDRO;CARRETERO AIQUILE COCHABAMBA;80970055;SAN PEDRO
COCHABAMBA;AIQUILE;ESTE SOTO PUGIO;CAMINO VECINAL;80970056;SOTO PUGIO
COCHABAMBA;AIQUILE;SUD ESTE;CAMINO VECINAL;80970057;TABLA MAYU
COCHABAMBA;AIQUILE;NOR OESTE;CAMINO VECINAL;80970058;TIPA JARA
COCHABAMBA;AIQUILE;SUD;CAMINO CARRETERO TRONCAL  AIQUILE - SUCRE;80970061;TIPA PAMPA
COCHABAMBA;AIQUILE;SUD ESTE;CAMINO VECINAL;80970062;TUNAS PAMPA
COCHABAMBA;AIQUILE;NORTE;CARRETERA AIQUILE COCHABAMBA;80970063;WARA WARA
COCHABAMBA;AIQUILE;SUD ESTE;CAMINO VECINAL;80970064;YUTHUNI CHICO
COCHABAMBA;AIQUILE;SUD ESTE;CAMINO VECINAL;80970065;YUTHUNI GRANDE
COCHABAMBA;AIQUILE;LOS PERALES;CALLE CAMPERO ENTRE AV. TERAN Y KOCHY;80970066;20 DE DICIEMBRE
COCHABAMBA;AIQUILE;CENTRAL ESTE;AV. TERAN ESQ. AROMA;809,700,748,097,008;SIMON BOLIVAR,MONSEÑOR JACINTO ECCHER
COCHABAMBA;AIQUILE;CENTRAL;AVENIDA BOLIVAR ENTRE AREVALO Y HEROES DEL CHACO;809,700,688,097,007,000,000,000;JOSE MIGUEL LANZA,MARIA JIMENEZ DE CASTELLON,MARCELO QUIROGA SANTA CRUZ
COCHABAMBA;AIQUILE;LOS PERALES;PARQUE NACIONAL DE KOCHI;80970069;AIQUILE
COCHABAMBA;AIQUILE;LOS PERALES;CALLE SUCRE FINAL;80970073;SANTA MARTHA
COCHABAMBA;AIQUILE;SUD TAPERAS;CAMINO DE HERRADURA;80970080;TAPERAS
COCHABAMBA;AIQUILE;SUD ESTE;CAMINO DE HERRADURA;80970085;TARCO PAMPA
COCHABAMBA;AIQUILE;SUD ESTE TIRANTES;CAMINO VECINAL;80970084;TIRANTES
COCHABAMBA;AIQUILE;ESTE;ZONA COTA COTAL;80970075;RUMI CORRAL
COCHABAMBA;AIQUILE;SUD TORRECILLAS;CAMINO DE HERRADURA;80970087;TORRECILLAS
COCHABAMBA;AIQUILE;OESTE;AV. SAN SIMON ESQUINA AV. TERAN;809,700,358,097,007;SIMON RODRIGUEZ,FAUSTINO SUAREZ ARNEZ
COCHABAMBA;AIQUILE;LOS PERALES;CALLE SUCRE FINAL;80970092;SAN ADALBERTO FE Y ALEGRIA
COCHABAMBA;AIQUILE;SUD ESTE;COMUNIDAD LITUS PAMPA;80970094;LITUS PAMPA
COCHABAMBA;AIQUILE;CHILLIJCHI;COMUNIDAD CHILLIJCHI;80970095;CHILLIJCHI
COCHABAMBA;AIQUILE;CENTRAL;CALLE BAPTISTA S/N;80970096;AIQUILE E
COCHABAMBA;COCHABAMBA 1;TUPURAYA;FROILAN ZAMBRANA Y BENANCIO JIMENEZ Nro. 28;809,802,398,098,029;CARLITA REYES VILLA,AYACUCHO
COCHABAMBA;COCHABAMBA 1;CENTRAL;16 DE JULIO Y BOLIVAR Nro 178;80,980,226,809,802,700,000,000,000,000,000;SARA UGARTE DE SALAMANCA,ALCIDES ARGUEDAS A,DARIO MONTAÑO,WILGE RODRIGUEZ
COCHABAMBA;COCHABAMBA 1;LAS CUADRAS;9 DE ABRIL Nro 1076 ENTRE CUBA Y LITORAL;809,800,348,098,003,000,000,000;WALTER VALLEJOS,FIDEL ARANIBAR,LADISLAO CABRERA
COCHABAMBA;COCHABAMBA 2;ALBA RANCHO;ALBA RANCHO ZONA ZOFRANCO;80980256;CEFERINO NAMUNCURA
COCHABAMBA;COCHABAMBA 2;VILLA ALTO SEBASTIAN;CALLE LA JOYA ESQUINA BELLA VISTA;809,800,308,098,003;JUAN JOSE TORREZ,ELIZARDO PEREZ
COCHABAMBA;COCHABAMBA 2;BARRIO 1RO. DE MAYO;BARRIO 1RO. DE MAYO;80980076;HNO. PACIFICO FELETTI
COCHABAMBA;COCHABAMBA 2;SUD;AV. 6 DE AGOSTO;80980004;CANATA INICIAL
COCHABAMBA;COCHABAMBA 1;CENTRAL;NATANIEL AGUIRRE Y AROMA Nro 817;809,802,628,098,026;MELCHOR URQUIDI,12 DE ABRIL
COCHABAMBA;COCHABAMBA 1;SAN PEDRO;AV. BELZU Y FRANCISCO PRADA;809,800,188,098,002;HEROINAS DE LA CORONILLA,PETRONA NAVIA
COCHABAMBA;COCHABAMBA 2;SUD SAN CARLOS;AV. REPUBLICA Nro 1545;80,980,060,809,800,600,000,000,000,000,000;SANTISIMA TRINIDAD,JERONIMO USERA,AMOR DE DIOS NOCTURNO,AMOR DE DIOS
COCHABAMBA;COCHABAMBA 1;CONDEBAMBA;CONDEBAMBA ZONA NORTE    CALLE MODESTA SANJINEZ ENTRE AV. SEGUNDA;809,801,138,098,025,000,000,000;OTTO FELIPE BRAUN,RAYMUNDO HERMAN,AMERICANO A
COCHABAMBA;COCHABAMBA 2;VILLA VENEZUELA;AV. SIGLO XX S/N;809,802,658,098,027;SANTA ELIZABETH SETON,SANTA LUISA DE MARILLAC
COCHABAMBA;COCHABAMBA 2;MAICA CENTRAL;MAICA CENTRAL;80980007;DR. DEMETRIO CANELAS CANELAS
COCHABAMBA;COCHABAMBA 2;HUAYRACASA;CALLE 31 DE OCTUBRE, AV. FINAL SUECIA;809,800,408,098,004;RICARDO PRUDENCIO ARIAS,SUECIA
COCHABAMBA;COCHABAMBA 2;PAMPA GRANDE;AV. CAPITAN VICTOR USTARIZ S/N;809,800,498,098,055;MARIA CRISTINA,NUESTRA SEÑORA DE LA MERCED A
COCHABAMBA;COCHABAMBA 1;VILLA MOSCU;Calles: Manzanillas Esquina  Avellanas (detrás del Templo Mormon, zona de Aranjuez);809,800,588,098,005,000,000,000;LIA RIVERA DE GUZMAN,CARMEN ORRUEL DE VERDUGUEZ,MELCHOR GUZMAN QUITON
COCHABAMBA;COCHABAMBA 2;ZONA SUD OESTE;AZIRUMARCA;80980006;OCTAVIO CAMPERO ECHAZU
COCHABAMBA;COCHABAMBA 1;CENTRAL;BAPTISTA Nro 261;809,800,688,098,007;COCHABAMBA D,MANUEL ASCENCIO VILLARROEL
COCHABAMBA;COCHABAMBA 1;CENTRAL;BAPTISTA Nro 583;80980071;MARIANO BAPTISTA
COCHABAMBA;COCHABAMBA 2;BARRIO MINERO;PASAJE MARTIN CARDENAS;80,980,209,809,802,100,000,000,000,000,000;LIBORIO CADIMA,MARTIN CARDENAS B,CAMPANITA,RAYITO DE LUZ
COCHABAMBA;COCHABAMBA 2;LA CHIMBA;MONSEÑOR ANGEL MARIA ZEBALLOS ESQUINA MELCHOR PEREZ DE HOLGUIN;80980078;NILO SORUCO ARANCIBIA
COCHABAMBA;COCHABAMBA 2;COÑA COÑA;AV. GUIDO BRAULT OMI;809,800,838,098,008,000,000,000;JESUS DE NAZARETH,JUANCITO PINTO,JUAN XXIII
COCHABAMBA;COCHABAMBA 1;LAS CUADRAS;HANS GRETTER Nro 1546;80,980,087,809,803;SAN RAFAEL A,SAN RAFAEL B
COCHABAMBA;COCHABAMBA 1;VILLA BUSCH;CALLE 26 DE MAYO Y AV. DORBIGNI S/N;809,800,888,098,009;ANTOFAGASTA A,LITORAL
COCHABAMBA;COCHABAMBA 1;SUD;MAMA OCLLO Y COMUNEROS Nro 1046;809,800,908,098,009,000,000,000;LA SALLE A,LA SALLE C,LA SALLE D
COCHABAMBA;COCHABAMBA 1;CENTRAL;CALAMA Y 25 DE MAYO Nº 0460;809,800,948,098,009,000,000,000;JULIO PAZ TERRAZAS,REPUBLICA ARGENTINA,MARIA JOSEFA MUJIA
COCHABAMBA;COCHABAMBA 1;EL CARMEN;21 DE DICIEMBRE PLAZUELA CARMEN;80,980,097,809,801;IV CENTENARIO,JUAN ANTONIO CABRERIZO RIOS
COCHABAMBA;COCHABAMBA 1;PARQUE TUNARI;"COMUNIDA ""TIRANI""";80980099;JOSE CARLOS CARRILLO
COCHABAMBA;COCHABAMBA 2;3RA VILLA NORTE;ISIBORO No 1063;80,980,100,809,801;ESTADOS UNIDOS A,ANGEL HONORATO SALAZAR
COCHABAMBA;COCHABAMBA 1;CENTRAL;JUNIN ESQUINA HEROINAS Nro 118;809,801,028,098,010,000,000,000;EUFRONIO VISCARRA,LA PAZ,DON BOSCO D
COCHABAMBA;COCHABAMBA 1;CENTRAL;JUNIN Nro 113;809,801,048,098,011;JUAN CRISOSTOMO CARRILLO,JUANA AZURDUY DE PADILLA
COCHABAMBA;COCHABAMBA 2;VILLA LORETO;CALLE MANUEL VIA s/n;809,801,068,098,011;LORETO,MARIA EUGENIA TORREZ DE GUZMAN
COCHABAMBA;COCHABAMBA 2;CERRO SAN MIGUEL;FINAL AV. RIVAS UGALDE;809,801,158,098,012;29 DE SEPTIEMBRE,SAN MIGUEL
COCHABAMBA;COCHABAMBA 2;SUD CERRO VERDE;RAZA DE BRONCE Y LOS ANDES S/N ENTRE MOLINOS Y LLAWAR MALLKU;809,801,828,098,018,000,000,000;LUIS ESPINAL,ISMAEL MONTES,MAN CESPED
COCHABAMBA;COCHABAMBA 1;CALA CALA;CIRCUNVALACION 375 ENRIQUE ARCE;80,980,011,809,801,100,000,000,000,000,000;JESUS LARA,CLUB DE LEONES A,CLUB DE LEONES B,CONCORDIA
COCHABAMBA;COCHABAMBA 1;OESTE SARCO;DEMETRIO CANELAS Y CORNEJO;809,800,288,098,013;JULIO JAUREGUI,REPUBLICA DE VENEZUELA
COCHABAMBA;COCHABAMBA 1;CENTRAL;ECUADOR ENTRE JUNIN Y HAMIRAYA;809,801,278,098,013;8 DE MAYO,RENE BARRIENTOS ORTUÑO A
COCHABAMBA;COCHABAMBA 1;CENTRAL;ECUADOR Nro 179 ESQUINA BAPTISTA;809,800,158,098,006,000,000,000;BOLIVIA A,MEJILLONES B,COBIJA
COCHABAMBA;COCHABAMBA 1;VALLE HERMOSO;FELIX LOPE DE VEGA S/N;809,801,338,098,014;DR. ENRIQUE SANCHEZ DE LOZADA IRIGOYEN,TEMPORAL
COCHABAMBA;COCHABAMBA 2;VILLA FELICIDAD;AVENIDA REPUBLICA FINAL;809,801,408,098,014,000,000,000;OSCAR ALFARO SECUNDARIO,JORGE CABRERA ACUÑA,ANDRES BELLO
COCHABAMBA;COCHABAMBA 2;PUCARA GRANDE;PUCARA;809,802,128,098,021;SAN ANTONIO,SAN ANTONIO DE PUCARA
COCHABAMBA;COCHABAMBA 2;LAJMA BARRIO LINDO;FINAL PANAMERICANA;809,801,428,098,015;CAMARA JUNIOR A,CAMARA JUNIOR C
COCHABAMBA;COCHABAMBA 1;CENTRAL;23 DE ENERO Y CHIRIGUANO S/N;809,801,458,098,015;FACUNDO QUIROGA,VICTOR USTARIZ
COCHABAMBA;COCHABAMBA 1;LAS CUADRAS;HANS GRETHER Nro 1646;809,801,478,098,015;JESUS MARIA A,AVE MARIA
COCHABAMBA;COCHABAMBA 1;SAN PEDRO;HEROINAS Nro 1641;809,801,508,098,015;GUALBERTO VILLARROEL,JULIO MENDEZ
COCHABAMBA;COCHABAMBA 2;VALLE HERMOSO;MONSEÑOR ARNULFO ROMERO Y MARTIN LUTHER KING;809,801,558,098,015,000,000,000;VALLE HERMOSO A,GERARDO VARGAS VIDAL,VALLE HERMOSO B
COCHABAMBA;COCHABAMBA 1;HOSPITAL VIETMA;ISMAEL VASQUEZ;809,801,588,098,016;ABEL ARANIBAR,MANUEL TABORGA
COCHABAMBA;COCHABAMBA 2;ITOCTA;ITOCTA;80980160;LAURA VICUÑA
COCHABAMBA;COCHABAMBA 1;QUERU QUERU;AV. JULIO RODRIGUEZ  S/N;8,098,003,380,980,160,000,000,000,000,000,000,000,000;AMERICANO VECINAL A,AMERICANO VECINAL B,AMERICANO VECINAL C,AMERICANO VECINAL D,AMERICANO
COCHABAMBA;COCHABAMBA 2;SAN MIGUEL PAMPA;KM 4 CARRETERA SANTA CRUZ;809,801,688,098,043;HUMBERTO PORTOCARRERO,SANTA TERESA DE LISIEUX
COCHABAMBA;COCHABAMBA 2;LA MAICA QUENAMARI;MAICA QUENAMARI;80980017;BOLIVIA B
COCHABAMBA;COCHABAMBA 1;CENTRAL;LA PAZ ENTRE BAPTISTA Y AYACUCHO;809,801,758,098,018;JOSE QUINTIN MENDOZA,MARIANO RICARDO TERRAZAS
